"movieId","tmdbId","year","imdbId","runtime","imdbRating","imdbVotes","title","url","revenue","plot","poster","released","budget"
"5107","10592","2002","0251114","125","6.3","42832","Hart's War","https://themoviedb.org/movie/10592","32287044","A law student becomes a lieutenant during World War II, is captured and asked to defend a black prisoner of war falsely accused of murder.","https://image.tmdb.org/t/p/w440_and_h660_face/yRUhSU7vzs5ePa72LNPcKKCCMZ5.jpg","2002-02-15","70000000"
"5108","8470","2002","0251160","116","7.0","96383","John Q","https://themoviedb.org/movie/8470","102244770","John Quincy Archibald takes a hospital emergency room hostage when his insurance won't cover his son's heart transplant.","https://image.tmdb.org/t/p/w440_and_h660_face/xEE91LvXiqgs7Hmdl44LCzHtFf6.jpg","2002-02-15","36000000"
"5109","16690","2002","0280030","72","5.8","12836","Return to Never Land","https://themoviedb.org/movie/16690","109862682","In London during World War II, this is the story of Wendy's daughter, Jane, who is kidnapped by Captain Hook and Peter Pan must come to the rescue.","https://image.tmdb.org/t/p/w440_and_h660_face/zfclCksB7vCLA5Rd9HKHMGSz40.jpg","2002-02-15","20000000"
"5110","39939","2001","0247745","100","7.1","74123","Super Troopers","https://themoviedb.org/movie/39939","18492362","Five Vermont state troopers, avid pranksters with a knack for screwing up, try to save their jobs and out-do the local police department by solving a crime.","https://image.tmdb.org/t/p/w440_and_h660_face/7aatn3TWAVo9a2OJyQTuYpoB48G.jpg","2002-02-15","1200000"
"5111","9272","1993","0107034","87","6.4","27570","Good Son, The","https://themoviedb.org/movie/9272","44456478","A young boy stays with his aunt and uncle, and befriends his cousin who's the same age. But his cousin begins showing increasing signs of violent behavior.","https://image.tmdb.org/t/p/w440_and_h660_face/z3WHTh3Mm8YVL8efXPAwc077726.jpg","1993-09-24","17000000"
"5114","32499","1952","0044391","118","7.9","9463","Bad and the Beautiful, The","https://themoviedb.org/movie/32499","3373000","An unscrupulous movie producer uses an actress, a director and a writer to achieve success.","https://image.tmdb.org/t/p/w440_and_h660_face/rI5g9E2nGM6mGNcpoLxm35UCcC.jpg","1953-02-09","1558000"
"5117","39282","1975","0073026","136","6.4","3563","Funny Lady","https://themoviedb.org/movie/39282","","Story of singer Fanny Brice's stormy relationship with showman Billy Rose.","https://image.tmdb.org/t/p/w440_and_h660_face/o6hMxLEVEhnEIlcAhynY00fybv5.jpg","1975-03-15",""
"5119","37230","1960","0054269","89","7.7","5158","Saturday Night and Sunday Morning","https://themoviedb.org/movie/37230","","A rebellious, hard-living factory worker juggles relationships with two women, one of whom is married to another man but pregnant with his child.","https://image.tmdb.org/t/p/w440_and_h660_face/fHHKxB71EzVzny3ZakxZRGe5Evw.jpg","1961-04-03",""
"5120","993","1972","0069281","138","8.1","36265","Sleuth","https://themoviedb.org/movie/993","","A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results.","https://image.tmdb.org/t/p/w440_and_h660_face/avFuamkwshZr9FURRD9HZPAGtkQ.jpg","1972-12-10",""
"5121","11698","1977","0075276","115","8.1","8990","Stroszek","https://themoviedb.org/movie/11698","","In Berlin, an alcoholic man, recently released from prison, joins his elderly friend and a prostitute in a determined dream to leave Germany and seek a better life in Wisconsin.","https://image.tmdb.org/t/p/w440_and_h660_face/oqO8otuIiGjmSwn1uWWyVOjBqZ9.jpg","1977-01-12",""
"5122","41357","1971","0067803","103","7.3","4919","Summer of '42","https://themoviedb.org/movie/41357","","During his summer vacation on Nantucket Island in 1942, a youth eagerly awaiting his first sexual encounter finds himself developing an innocent love for a young woman awaiting news on her soldier husband's fate in WWII.","https://image.tmdb.org/t/p/w440_and_h660_face/8mxsLLVByKSEUpnlTCsAZP3ncA2.jpg","1971-04-09",""
"5125","14475","1980","0081698","113","6.8","10295","Used Cars","https://themoviedb.org/movie/14475","11715321","When the owner of a struggling used car lot is killed, it's up to the lot's hot-shot salesman to save the property from falling into the hands of the owner's ruthless brother and used-car rival.","https://image.tmdb.org/t/p/w440_and_h660_face/oEPrVTftzGpVNVmw3cAZj6mxWa0.jpg","1980-07-11","8000000"
"5127","10052","2002","0259288","104","6.1","31261","Dragonfly","https://themoviedb.org/movie/10052","52322400","A grieving doctor is being contacted by his late wife through his patients near death experiences.","https://image.tmdb.org/t/p/w440_and_h660_face/3oovIyB7In2d5aR5FVdOYC2xXBK.jpg","2002-02-22","60000000"
"5128","11979","2002","0238546","101","5.2","42889","Queen of the Damned","https://themoviedb.org/movie/11979","45479110","The vampire Lestat becomes a rock star whose music wakes up the queen of all vampires.","https://image.tmdb.org/t/p/w440_and_h660_face/yDPuJL00RsVSheRplMM2L6nwEdq.jpg","2002-02-22","35000000"
"5134","9991","2001","0291341","99","6.5","28870","Mean Machine","https://themoviedb.org/movie/9991","","A soccer star jailed for assault leads a group of inmates in a match against prison guards.","https://image.tmdb.org/t/p/w440_and_h660_face/mY1dw7R3riQ2DQUnirVewQAwEWG.jpg","2001-12-26",""
"5135","480","2001","0265343","114","7.4","18960","Monsoon Wedding","https://themoviedb.org/movie/480","","A stressed father, a bride-to-be with a secret, a smitten event planner, and relatives from around the world create much ado about the preparations for an arranged marriage in India.","https://image.tmdb.org/t/p/w440_and_h660_face/q9iPJulJEC47A36cuOKYBTrfQrh.jpg","2002-04-26",""
"5137","18984","2001","0143861","92","7.9","2324","Scratch","https://themoviedb.org/movie/18984","","A feature-length documentary film about hip-hop DJing, otherwise known as turntablism. From the South Bronx in the 1970s to San Francisco now, the world's best scratchers, beat-diggers, ...","https://image.tmdb.org/t/p/w440_and_h660_face/irsqcsUZuYdryoN6Wj9kFuOQLnS.jpg","2001-11-07",""
"5139","23479","1976","0074174","102","7.3","15878","Bad News Bears, The","https://themoviedb.org/movie/23479","35323292","An aging, down-on-his-luck ex-minor leaguer coaches a team of misfits in an ultra-competitive California little league.","https://image.tmdb.org/t/p/w440_and_h660_face/bBc11ry5RS69Txh1c9oLRl8ZXIM.jpg","1976-04-07","35000000"
"5141","19050","1977","0075718","100","5.4","2226","Bad News Bears in Breaking Training, The","https://themoviedb.org/movie/19050","19104350","A troubled, rebellious teen drives his rambunctious baseball team out to Houston where they play an exhibition game and the boy meets his estranged father, and hires him as the teams coach.","https://image.tmdb.org/t/p/w440_and_h660_face/vwz4DY71OHjzPPJ8o1vhVIfzM0b.jpg","1977-07-08",""
"5142","38442","1967","0061781","71","7.7","6032","Firemen's Ball, The (Horí, má panenko)","https://themoviedb.org/movie/38442","","The fire department in a small town is having a big party when the ex-boss of the department celebrates his 86th birthday. The whole town is invited but things don't go as planned. Someone ...","https://image.tmdb.org/t/p/w440_and_h660_face/pWlRoLuwciGbCQ2hTtDoGDUoOUO.jpg","1968-09-29",""
"5146","15999","2000","0216651","103","7.8","22251","Vampire Hunter D: Bloodlust (Banpaia hantâ D)","https://themoviedb.org/movie/15999","","When a girl is abducted by a vampire, a legendary bounty hunter is hired to bring her back.","https://image.tmdb.org/t/p/w440_and_h660_face/lyoc1lCbBAMgZO83mPwDq1ra0Vz.jpg","2001-09-28",""
"5147","614","1957","0050986","91","8.3","60365","Wild Strawberries (Smultronstället)","https://themoviedb.org/movie/614","","After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.","https://image.tmdb.org/t/p/w440_and_h660_face/iyTD2QnySNMPUPE3IedZQipSWfz.jpg","1959-06-22",""
"5151","2752","2002","0243736","96","5.6","61227","40 Days and 40 Nights","https://themoviedb.org/movie/2752","","After a brutal break-up, a young man vows to stay celibate during the forty days of Lent, but finds the girl of his dreams and is unable to do anything about it.","https://image.tmdb.org/t/p/w440_and_h660_face/5a60NuJToRAc0gijjI5IRSVGKL3.jpg","2002-03-01","17000000"
"5152","10590","2002","0277434","138","7.1","100064","We Were Soldiers","https://themoviedb.org/movie/10590","114660784","The story of the first major battle of the American phase of the Vietnam War and the soldiers on both sides that fought it.","https://image.tmdb.org/t/p/w440_and_h660_face/5yGTntK7vqhidDBjwqM8uLZJgKq.jpg","2002-03-01","75000000"
"5153","40723","2001","0204700","101","6.1","4984","Trouble Every Day","https://themoviedb.org/movie/40723","9200","Shane and June Brown are an American couple honeymooning in Paris in an effort to nurture their new life together, a life complicated by Shane's mysterious and frequent visits to a medical ...","https://image.tmdb.org/t/p/w440_and_h660_face/uap6eKgnII5lLPFEESAvqtpPciI.jpg","2001-07-11",""
"5159","13225","1992","0104254","76","6.5","20087","Ferngully: The Last Rainforest","https://themoviedb.org/movie/13225","32710894","The magical inhabitants of a rain-forest fight to save their home, which is threatened by logging and a polluting force of destruction called Hexxus.","https://image.tmdb.org/t/p/w440_and_h660_face/Z4XMgqIY6yT6QpoBISIlHzh8ol.jpg","1992-04-10","24000000"
"5161","46717","1994","0110146","98","5.2","5862","Intersection","https://themoviedb.org/movie/46717","21355893","Vincent Eastman has to choose between his wife of 16 years, Sally, and his new love, Olivia. Frequent flashbacks explain the background to the marriage and the affair.","https://image.tmdb.org/t/p/w440_and_h660_face/xRMbpD2WRxpVcU6Vvws32GkMxin.jpg","1994-01-21","45000000"
"5164","35614","1994","0108395","76","5.3","4178","Troll in Central Park, A","https://themoviedb.org/movie/35614","71368","Stanley is a kindhearted, popular troll who can create flowers with a mere touch. When Gnorga, the mean-spirited Queen of the Kingdom of Trolls discovers Stanley's secret, she banishes him ...","https://image.tmdb.org/t/p/w440_and_h660_face/bGSxFdoFg6vd0EDJPPoQ9lEtrq4.jpg","1994-10-07","23000000"
"5165","7219","1979","0080057","91","6.9","19575","Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2)","https://themoviedb.org/movie/7219","","Strangers looking for a woman's father arrive at a tropical island where a doctor desperately searches for the cause and cure of a recent epidemic of the undead.","https://image.tmdb.org/t/p/w440_and_h660_face/giJlnw8ItTJb7IL053Z47B6S1xf.jpg","1980-07-18",""
"5167","18649","1947","0039645","87","6.9","2098","My Favorite Brunette","https://themoviedb.org/movie/18649","","Shortly before his execution on the death row in San Quentin, amateur sleuth and baby photographer Ronnie Jackson, tells reporters how he got there.","https://image.tmdb.org/t/p/w440_and_h660_face/5e4bdXZKUl1AH755vICEcSiOocL.jpg","1947-04-04",""
"5168","18646","1951","0043983","93","6.7","3514","Royal Wedding","https://themoviedb.org/movie/18646","","Tom and Ellen Bowen are a brother and sister dance act whose show closes in New York. Their agent books them in London for the same period as the Royal Wedding. They travel by ship where ...","https://image.tmdb.org/t/p/w440_and_h660_face/2fob5fOl7gW4Vxiws21xsGrUppk.jpg","1951-03-23",""
"5169","17058","1945","0038057","103","7.9","9501","Scarlet Street","https://themoviedb.org/movie/17058","2948386","When a man in mid-life crisis befriends a young woman, her venal fiancé persuades her to con him out of some of the fortune she thinks he has.","https://image.tmdb.org/t/p/w440_and_h660_face/pioF72zZq3Qu3p5DkkAq59ZEb6B.jpg","1945-12-28","1202007"
"5170","13950","2002","0278295","95","5.7","9443","All About the Benjamins","https://themoviedb.org/movie/13950","25482931","A bounty hunter is on the trail of a conman who skipped bail. The two wind up in a deserted warehouse where they witness a diamond scam in action, caught in the midst they put their ...","https://image.tmdb.org/t/p/w440_and_h660_face/2roB6Q4LUHZsE5JM81xmx8R7155.jpg","2002-03-08","14000000"
"5171","2135","2002","0268695","96","5.9","101569","Time Machine, The","https://themoviedb.org/movie/2135","123729176","Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races.","https://image.tmdb.org/t/p/w440_and_h660_face/9QB6wIc6XOtoi02uUCLSvY0onSL.jpg","2002-03-08","80000000"
"5172","15186","2002","0290212","101","4.8","8597","Full Frontal","https://themoviedb.org/movie/15186","2506446","A day in the life of a group of men and women in Hollywood, in the hours leading up to a friend's birthday party.","https://image.tmdb.org/t/p/w440_and_h660_face/ywtQ9gZf4rpVAxyoiXlNKkI2HFz.jpg","2002-08-02","2000000"
"5177","965","1942","0035015","88","7.9","16328","Magnificent Ambersons, The","https://themoviedb.org/movie/965","","The spoiled young heir to the decaying Amberson fortune comes between his widowed mother and the man she has always loved.","https://image.tmdb.org/t/p/w440_and_h660_face/dTU9aSksoDhnjELPCKhpsSpvbbT.jpg","1942-07-10",""
"5179","10889","1980","0080798","123","7.1","5834","Gloria","https://themoviedb.org/movie/10889","4059673","When a young boy's family is killed by the mob, their tough neighbor Gloria becomes his reluctant guardian. In possession of a book that the gangsters want, the pair go on the run in New York.","https://image.tmdb.org/t/p/w440_and_h660_face/mrYZInXp0JEoZYXs0Z108l2jN0C.jpg","1980-10-01",""
"5180","16149","1980","0080813","103","6.6","1589","Great Rock 'n' Roll Swindle, The","https://themoviedb.org/movie/16149","","A rather incoherent post-breakup Sex Pistols documentary, told from the point of view of Pistols manager Malcolm McLaren, whose (arguable) position is that the Sex Pistols in particular ...","https://image.tmdb.org/t/p/w440_and_h660_face/a2ljMXYvrAPQ3KZ4PDtxKXa3dG1.jpg","1981-03-12",""
"5182","25628","1980","0080846","90","5.4","2248","Hawk the Slayer","https://themoviedb.org/movie/25628","","With the aid of his companions, a man seeks to defeat his evil brother who has taken a nun hostage.","https://image.tmdb.org/t/p/w440_and_h660_face/lamLVgZTIqlD1iWdV3pLx8A900u.jpg","1980-12-18",""
"5186","22288","1980","0080888","119","6.2","792","Honeysuckle Rose (a.k.a. On the Road Again)","https://themoviedb.org/movie/22288","","Willie Nelson is a country singer on the road caught in a romantic triangle with Dyan Cannon and Amy Irving, the daughter of one of his longtime musical sidekick.","https://image.tmdb.org/t/p/w440_and_h660_face/k1SODZtlyJ66YyLL9gaqfFxQPnv.jpg","1980-07-18",""
"5187","32030","1980","0080889","106","7.2","4698","Hopscotch","https://themoviedb.org/movie/32030","","Grounded with a desk job by incompetent superiors, a clever CIA agent retires and writes a tell all memoir that will embarrass his bosses, prompting him to go on the run and elude them.","https://image.tmdb.org/t/p/w440_and_h660_face/7ZTasNoTehrypra0X97zh8Amk3.jpg","1980-10-10",""
"5193","15310","1980","0080948","115","5.7","2869","Jazz Singer, The","https://themoviedb.org/movie/15310","","The son of a Jewish Cantor must defy the traditions of his religious father in order to pursue his dream of being a popular singer.","https://image.tmdb.org/t/p/w440_and_h660_face/prULkPha0pLopWHOpvCs95Ljqlq.jpg","1980-12-19",""
"5198","14807","1980","0081070","114","7.7","13832","Long Good Friday, The","https://themoviedb.org/movie/14807","","Harold, a prosperous English gangster, is about to close a lucrative new deal when bombs start showing up in very inconvenient places. A mysterious syndicate is trying to muscle in on his ...","https://image.tmdb.org/t/p/w440_and_h660_face/pXS667me5Jfoj1b0xuxgjEMKunF.jpg","1982-04-02",""
"5199","14729","1980","0081071","100","7.1","7080","Long Riders, The","https://themoviedb.org/movie/14729","15795189","The origins, exploits and the ultimate fate of the Jesse James gang is told in a sympathetic portrayal of the bank robbers made up of brothers who begin their legendary bank raids because of revenge.","https://image.tmdb.org/t/p/w440_and_h660_face/2gftL9yR95UYxgZVWtMXKCbTpPD.jpg","1980-05-16","10000000"
"5202","39543","1980","0081176","125","8.0","3280","Mon oncle d'Amérique","https://themoviedb.org/movie/39543","","Prof. Henri Laborit uses the stories of the lives of three people to discuss behaviorist theories of survival, combat, rewards and punishment, and anxiety. René is a technical manager at a ...","https://image.tmdb.org/t/p/w440_and_h660_face/1IV44owj1uZnD0bStusyY4PexP2.jpg","1980-12-17",""
"5203","39578","1981","0081178","104","5.9","1807","The Monster Club","https://themoviedb.org/movie/39578","","A writer of horror stories is invited to a monster club by a mysterious old gentleman. There, three gruesome stories are told to him; between each story some musicians play their songs.","https://image.tmdb.org/t/p/w440_and_h660_face/7Qm4S5wMUJZGZxNIlAe1yMD7DAw.jpg","1981-05-27",""
"5205","30924","1980","0081184","101","6.0","6439","Motel Hell","https://themoviedb.org/movie/30924","","A seemingly friendly farmer and his sister kidnap unsuspecting travelers and bury them alive, using them to create the special ingredient of their famous roadside fritters.","https://image.tmdb.org/t/p/w440_and_h660_face/iHzuYTBwVNVE6zcFqYCfgaLgwYf.jpg","1980-10-24","3000000"
"5208","18910","1980","0081237","118","7.3","3870","Ninth Configuration, The (a.k.a. Twinkle, Twinkle, Killer Kane)","https://themoviedb.org/movie/18910","","A new commanding officer arrives at a remote castle serving as an insane asylum for crazy and AWOL U.S. Army soldiers where he attempts to rehabilitate them by allowing them to live out ...","https://image.tmdb.org/t/p/w440_and_h660_face/spMjQ35I51TtyA7gWL7cdTFYtNG.jpg","1980-02-29",""
"5210","24919","1981","0081248","85","5.6","3362","Burial Ground (a.k.a. Zombie Horror) (a.k.a. Zombie 3) (Notti del Terrore, Le)","https://themoviedb.org/movie/24919","","A professor opens a crypt and reanimates rotten zombies. The zombies attack a jet-set-group which is celebrating a party in a villa nearby...","https://image.tmdb.org/t/p/w440_and_h660_face/cV86W9mgTuDvwWgKRrnWp8t1LJ7.jpg","1985-12-10",""
"5214","24032","1977","0076489","98","6.5","6893","Oh, God!","https://themoviedb.org/movie/24032","41687243","When God appears to an assistant grocery manager as a good natured old man, the Almighty selects him as his messenger for the modern world.","https://image.tmdb.org/t/p/w440_and_h660_face/hUbs7igJjefhwXEGFo0DGzugLBm.jpg","1977-10-07",""
"5218","425","2002","0268380","81","7.6","314165","Ice Age","https://themoviedb.org/movie/425","383257136","Set during the Ice Age, a sabertooth tiger, a sloth, and a wooly mammoth find a lost human infant, and they try to return him to his tribe.","https://image.tmdb.org/t/p/w440_and_h660_face/gLhHHZUzeseRXShoDyC4VqLgsNv.jpg","2002-03-15","59000000"
"5219","1576","2002","0120804","100","6.7","193094","Resident Evil","https://themoviedb.org/movie/1576","102984862","A special military unit fights a powerful, out-of-control supercomputer and hundreds of scientists who have mutated into flesh-eating creatures after a laboratory accident.","https://image.tmdb.org/t/p/w440_and_h660_face/uoXZOT9dGDtrZNgOSOOKOXlV4XT.jpg","2002-03-15","33000000"
"5220","5851","2002","0284490","95","5.5","51470","Showtime","https://themoviedb.org/movie/5851","77741732","A spoof of buddy cop movies where two very different cops are forced to team up on a new reality based T.V. cop show.","https://image.tmdb.org/t/p/w440_and_h660_face/5zVuAf6yed4qt5TuMn5l9C6rZLz.jpg","2002-03-15","85000000"
"5222","15647","2001","0264761","97","6.7","13747","Kissing Jessica Stein","https://themoviedb.org/movie/15647","10013424","A woman searching for the perfect man instead discovers the perfect woman.","https://image.tmdb.org/t/p/w440_and_h660_face/67IoX9A0DccVd4KKzSRxBhehS8L.jpg","2002-04-05","1000000"
"5223","25110","2001","0256259","78","7.0","1509","Pauline & Paulette (Pauline en Paulette)","https://themoviedb.org/movie/25110","","Pauline is a 'little girl of 66 years old'. She is intellectually disabled and been cared after by her sister Martha. When Martha dies, her two younger sisters, Paulette and Cecile have to ...","https://image.tmdb.org/t/p/w440_and_h660_face/ozk3c0iYrItjprki8wjsqGfbFmi.jpg","2001-06-27",""
"5224","38880","2001","0282864","106","8.5","2345","Promises","https://themoviedb.org/movie/38880","","Several Jewish and Palestinian children are followed for three years and put in touch with each other, in this alternative look at the Jewish-Palestinian conflict. The three filmmakers ...","https://image.tmdb.org/t/p/w440_and_h660_face/yWjOPkUjgOpSaBJu1eAJiXmM16s.jpg","2001-12-20",""
"5225","1391","2001","0245574","106","7.7","89065","And Your Mother Too (Y tu mamá también)","https://themoviedb.org/movie/1391","33616692","In Mexico, two teenage boys and an attractive older woman embark on a road trip and learn a thing or two about life, friendship, sex, and each other.","https://image.tmdb.org/t/p/w440_and_h660_face/izw41PkE8y891yraO6fN1tCNmOG.jpg","2002-04-26","5000000"
"5226","18172","1983","0085154","91","5.9","11973","All the Right Moves","https://themoviedb.org/movie/18172","17233166","A high school footballer desperate for a scholarship and his headstrong coach clash in a dying Pennsylvania steel town.","https://image.tmdb.org/t/p/w440_and_h660_face/ynB2HoBT12zJMVcShSzmkdOKtrT.jpg","1983-10-21",""
"5227","24248","1961","0055774","137","7.0","3691","Barabbas","https://themoviedb.org/movie/24248","","Barabbas, the criminal that Pontius Pilate induced the populace to vote to set free, so that Christ could be crucified, is haunted by the image of Jesus for the rest of his life.","https://image.tmdb.org/t/p/w440_and_h660_face/fjRLvLeqX80kMbk4LJ1PqkRXBiP.jpg","1962-10-10",""
"5229","19797","1997","0125209","90","6.8","1409","I Think I Do","https://themoviedb.org/movie/19797","344","A screwball comedy about a gay couple at a straight couple's wedding.","https://image.tmdb.org/t/p/w440_and_h660_face/olydIM8veaxDHOWwBEZ7i4C9EXN.jpg","1998-04-10",""
"5230","17804","1948","0040679","91","7.0","2678","Paleface, The","https://themoviedb.org/movie/17804","","Calamity Jane is despatched to find out who's smuggling rifles to the Indians, and winds up married to a hapless correspondence school dentist as part of her cover.","https://image.tmdb.org/t/p/w440_and_h660_face/jmhORaNTX3CJWvIGzojHm0Adunf.jpg","1948-12-24",""
"5231","31805","1942","0035262","82","7.4","3963","Road to Morocco","https://themoviedb.org/movie/31805","","Two carefree castaways on a desert shore find an Arabian Nights city, where they compete for the luscious Princess Shalmar.","https://image.tmdb.org/t/p/w440_and_h660_face/nECM25OC4iJHV1AHPa4CHnzYgyk.jpg","1943-04-08",""
"5232","13861","1940","0032993","85","7.1","2857","Road to Singapore","https://themoviedb.org/movie/13861","","Bing Crosby and Bob Hope star in the first of the 'Road to' movies as two playboys trying to forget previous romances in Singapore - until they meet Dorothy Lamour.","https://image.tmdb.org/t/p/w440_and_h660_face/6mPkXpjLhuaXyKYEYQOgJgjlS4k.jpg","1940-03-22",""
"5233","29021","1945","0038032","90","7.6","2592","Road to Utopia","https://themoviedb.org/movie/29021","","At the turn of the century, Duke and Chester, two vaudeville performers, go to Alaska to make their fortune. On the ship to Skagway, they find a map to a secret gold mine, which had been ...","https://image.tmdb.org/t/p/w440_and_h660_face/ztJqOcABcjwa7WtEVW7ilNNzV8E.jpg","1946-03-22",""
"5234","31812","1941","0034116","91","7.2","2256","Road to Zanzibar","https://themoviedb.org/movie/31812","","Stranded in Africa, Chuck and his pal Fearless have comic versions of jungle adventures, featuring two attractive con-women.","https://image.tmdb.org/t/p/w440_and_h660_face/7h5Z2Mir7jzVzoNvV60fPA7jKo1.jpg","1941-04-11",""
"5236","28213","1990","0097106","108","7.4","2319","Tale of Springtime, A (Conte de Printemps)","https://themoviedb.org/movie/28213","","Simple conversations engender complicated human interactions. Jeanne is open and even-tempered, a philosophy teacher at a lycée. Her fiancé is away and she doesn't want to stay at his messy...","https://image.tmdb.org/t/p/w440_and_h660_face/9cQIlBBRTKPcccyDf9jwR3dEVN1.jpg","1990-04-04",""
"5237","10627","1981","0083169","126","6.7","12500","Taps","https://themoviedb.org/movie/10627","35856053","Military cadets take extreme measures to insure the future of their academy when its existence is threatened by local condo developers.","https://image.tmdb.org/t/p/w440_and_h660_face/m6w9QiuYQSBle3jygH9oV5JC8sP.jpg","1981-12-25","14000000"
"5238","42750","1979","0081420","104","7.0","1636","Return of the Secaucus 7","https://themoviedb.org/movie/42750","","Seven former college friends, along with a few new friends, gather for a weekend reunion at a summer house in New Hampshire to reminisce about the good old days, when they got arrested on the way to a protest in Washington, DC.","https://image.tmdb.org/t/p/w440_and_h660_face/9EzZcloxfR4VZaa7Tc4Zli61a5B.jpg","1980-09-05",""
"5241","28124","1980","0081480","100","6.7","6415","Seems Like Old Times","https://themoviedb.org/movie/28124","43995918","Wrongfully turned into a fugitive, a writer seeks the help of his ex-wife, who is now married to an attorney.","https://image.tmdb.org/t/p/w440_and_h660_face/2zJKILblRcaJ0RlnmF1UGTkcx1E.jpg","1980-12-19",""
"5242","41034","1980","0081485","86","6.8","698","Serial","https://themoviedb.org/movie/41034","","It's the end of the 70s. Hippies are assimilating, women are raising their consciousness, and men are becoming confused and ineffectual. Don't expect to be able to keep track of all the ...","https://image.tmdb.org/t/p/w440_and_h660_face/po2BZ0zsGVSjyKSUDb2vZ1BT2ms.jpg","1980-03-28",""
"5243","11563","1980","0081499","101","7.3","4582","Young Master, The (Shi di chu ma)","https://themoviedb.org/movie/11563","","After failing his fellow students in a Lion Dance competition, Dragon (Jackie Chan) is sent away from his school in disgrace, on the condition that he must find his errant brother. Much ...","https://image.tmdb.org/t/p/w440_and_h660_face/c9f74LSZP4uxBfgaypIrTGjf9Xi.jpg","1980-02-09",""
"5244","15119","1980","0081506","85","7.4","7625","Shogun Assassin","https://themoviedb.org/movie/15119","","When the wife of the Shogun's Decapitator is murdered and he is ordered to commit suicide by the paranoid Shogun, he and his four-year-old son escape and become assassins for hire, embarking on a journey of blood and violent death.","https://image.tmdb.org/t/p/w440_and_h660_face/rx1zL6Nm7NGBTaoZE2Go13re4eU.jpg","1980-11-11",""
"5246","12705","1980","0081529","100","5.1","10724","Smokey and the Bandit II","https://themoviedb.org/movie/12705","66132626","The Bandit goes on another cross-country run, transporting an elephant from Florida to Texas. And, once again, Sheriff Buford T. Justice is on his tail.","https://image.tmdb.org/t/p/w440_and_h660_face/rOfBdAqYvuv3Ow82Zl0K4zukrfI.jpg","1980-08-15",""
"5247","11006","1977","0076729","96","6.9","31563","Smokey and the Bandit","https://themoviedb.org/movie/11006","126737428","The Bandit is hired on to run a tractor trailer full of beer over county lines in hot pursuit by a pesky sheriff.","https://image.tmdb.org/t/p/w440_and_h660_face/2dI1Z427FPoicySnXmzwlEUX0RX.jpg","1977-05-27","4300000"
"5248","15120","1983","0086325","85","3.3","6147","Smokey and the Bandit III","https://themoviedb.org/movie/15120","5678950","Big and Little Enos are opening a sea food restaurant. They bet Sheriff Buford T. Justice that he cannot drive from Miami to the Enos ranch in Texas in a given amount of time. If Buford loses he has to give up his badge.","https://image.tmdb.org/t/p/w440_and_h660_face/ha5Ha09UoDE0Z9QbEQqoAl2DrAj.jpg","1983-08-12",""
"5250","21629","1980","0081562","111","6.8","17705","Stir Crazy","https://themoviedb.org/movie/21629","101300000","Skip and Harry are framed for a bank robbery and end up in a western prison. The two eastern boys are having difficulty adjusting to the new life until the warden finds that Skip has a ...","https://image.tmdb.org/t/p/w440_and_h660_face/dcfjtO9wxkChzZgjLqo0c0kdyRd.jpg","1980-12-12",""
"5254","36586","2002","0187738","117","6.7","152749","Blade II","https://themoviedb.org/movie/36586","155010032","Blade forms an uneasy alliance with the vampire council in order to combat the Reaper vampires who feed on vampires.","https://image.tmdb.org/t/p/w440_and_h660_face/vulF0iqX5z7AW1pdZ572zwsMRMB.jpg","2002-03-22","54000000"
"5255","6020","2002","0279781","93","5.4","11761","Sorority Boys","https://themoviedb.org/movie/6020","","Three rowdy college students are kicked out of their dorm and dress up in drag to live in the DOG house, where the girls deemed unattractive live.","https://image.tmdb.org/t/p/w440_and_h660_face/6nEcq3ARZgSAeBvJVyrCerH0umF.jpg","2002-03-22","12000000"
"5256","39541","2002","0286162","91","6.5","2378","Stolen Summer","https://themoviedb.org/movie/39541","","Pete, an eight-year-old Catholic boy growing up in the suburbs of Chicago in the mid-1970s, attends Catholic school, where as classes let out for the summer, he's admonished by a nun to ...","https://image.tmdb.org/t/p/w440_and_h660_face/yhCm2DmLejOO4vazEajfNfjyQZn.jpg","2003-07-25",""
"5258","18292","2000","0262432","89","7.5","6075","George Washington","https://themoviedb.org/movie/18292","241816","A group of children, in a depressed small town, band together to cover up a tragic mistake one summer.","https://image.tmdb.org/t/p/w440_and_h660_face/g9nZi8u5LqSrVKEpSm199EM4hk5.jpg","2001-09-28","42000"
"5264","15028","","0250305","","","","Clockstoppers","https://themoviedb.org/movie/15028","38793283","","https://image.tmdb.org/t/p/w440_and_h660_face/uarqnArXNeLo1ezPwhMddy3KTMB.jpg","","26000000"
"5265","9275","2002","0266452","109","6.4","34334","Death to Smoochy","https://themoviedb.org/movie/9275","","Kids show host Rainbow Randolph is fired in disgrace while his replacement, Sheldon Mopes, aka Smoochy the Rhino, finds himself a rising star. Unfortunately for Sheldon, the kid's TV business isn't all child's play.","https://image.tmdb.org/t/p/w440_and_h660_face/jLOgkwcXzlCmwjbWVaWS1vETutl.jpg","2002-03-29","55000000"
